Point_time,AUGEVolume,AUGEASTLEVANALOG,AUGWVOLUME,AUGWESTLEVANALOG,ASHREL,SICRESVOLUME,SICRESELEVANALOG,STPALBFLW,RECRESVOLUME,RECRESELEVANALOG,RECREL,NICRESVOLUME,NICRESELEVANALOG,NICNTHFLW,NICSTHFLW,NICCONFLW,EDIRESVOLUME,EDIRESELEVANALOG,EDRNTHFLW,EDRSTHFLW,EDRCONFLW,WDIRESVOLUME,WDIRESELEVANALOG,WDRFLW
06/12/2022,76.82,586.02,41.21,586.04,21,14.59,0.00,139.20,46.74,835.89,14.45,32.02,1433.51,0.00,73.2,0.00,137.66,1277.18,96.50,0.00,0.00,86.79,1144.91,319.00
06/13/2022,76.84,586.05,41.11,586.01,21,14.54,0.00,140.10,46.76,835.92,14.45,32.03,1433.52,0.00,73.2,0.00,137.38,1277.02,96.50,0.00,0.00,86.37,1144.61,318.80
06/14/2022,76.82,586.06,41,585.91,19,14.51,0.00,146.30,46.85,836.05,14.48,32.02,1433.5,0.00,73.2,0.00,137.06,1276.84,96.40,0.00,0.00,85.91,1144.29,318.50
06/15/2022,76.81,586.05,40.91,585.79,19,14.45,0.00,148.00,46.95,836.2,14.47,32.01,1433.48,0.00,73.3,0.00,136.72,1276.64,96.40,0.00,0.00,85.61,1144.08,318.10
06/16/2022,76.85,586.04,40.8,585.7,17,14.39,0.00,142.10,47.03,836.32,14.48,32.02,1433.51,0.00,73.3,0.00,136.48,1276.52,96.40,0.00,0.00,85.29,1143.85,317.80
06/17/2022,76.8,586.07,40.68,585.59,6,14.35,0.00,137.90,47.11,836.46,14.48,32.02,1433.49,0.00,73.3,0.00,136.13,1276.31,96.30,0.00,0.00,84.87,1143.56,317.70
06/18/2022,76.74,586.04,40.51,585.46,13,14.28,0.00,142.70,47.15,836.52,14.48,31.99,1433.43,0.00,73.3,0.00,135.72,1276.09,96.20,0.00,0.00,84.4,1143.23,317.30
06/19/2022,76.7,586,40.36,585.29,13,14.2,0.00,144.90,47.21,836.6,14.49,31.95,1433.35,0.00,73.3,0.00,135.36,1275.89,96.20,0.00,0.00,83.96,1142.91,316.90
06/20/2022,76.68,585.98,40.2,585.14,13,14.14,0.00,148.90,47.37,836.83,14.51,31.92,1433.28,0.00,73.3,0.00,134.91,1275.64,96.50,0.00,0.00,83.43,1142.55,316.50
06/21/2022,76.7,585.97,40,584.98,14,14.05,0.00,147.90,47.48,837,14.54,31.9,1433.24,0.00,73.3,0.00,134.5,1275.41,97.00,0.00,0.00,82.91,1142.16,316.10
06/22/2022,76.72,585.98,39.79,584.76,18,13.93,0.00,148.70,47.49,837.01,14.53,31.86,1433.15,0.00,73.3,0.00,134.02,1275.14,96.90,0.00,0.00,82.62,1141.98,321.00
06/23/2022,76.74,585.99,39.61,584.52,18,13.91,0.00,146.50,47.51,837.05,14.54,31.9,1433.25,0.00,73.3,0.00,133.95,1275.1,95.90,0.00,0.00,82.81,1142.11,321.60
06/24/2022,76.73,586,39.39,584.33,16,13.79,0.00,146.70,47.51,837.05,14.55,31.9,1433.24,0.00,73.3,0.00,133.56,1274.88,95.80,0.00,0.00,82.71,1142.04,321.70
06/25/2022,76.73,585.99,39.16,584.09,14,13.73,0.00,146.40,47.51,837.05,14.54,31.87,1433.18,0.00,73.3,0.00,133.14,1274.65,95.80,0.00,0.00,82.47,1141.87,335.90
06/26/2022,76.7,585.99,38.92,583.83,14,13.65,0.00,150.50,47.5,837.03,14.54,31.83,1433.09,0.00,73.3,0.00,132.68,1274.39,95.70,0.00,0.00,82.17,1141.66,322.50
06/27/2022,76.7,585.98,38.72,583.58,16,13.61,0.00,131.80,47.42,836.91,14.54,31.82,1433.08,0.00,73.3,0.00,132.47,1274.27,95.60,0.00,0.00,81.88,1141.46,322.20
06/28/2022,76.69,585.99,38.43,583.36,16,13.52,0.00,94.30,47.03,836.33,14.52,31.8,1433.02,0.00,73.3,0.00,132.27,1274.16,95.60,0.00,0.00,81.64,1141.29,322.00
06/29/2022,76.66,585.97,38.08,583.04,17,13.51,0.00,88.40,47.03,836.33,14.48,31.76,1432.94,0.00,73.3,0.00,131.84,1273.92,95.60,0.00,0.00,81.2,1140.98,321.50
06/30/2022,76.64,585.96,37.72,582.66,17,13.42,0.00,91.20,47.03,836.33,14.49,31.72,1432.85,0.00,73.3,0.00,131.41,1273.68,95.80,0.00,0.00,80.73,1140.65,337.40
07/01/2022,76.69,585.95,37.52,582.27,15,13.38,0.00,120.50,47.19,836.57,14.49,31.57,1432.53,0.00,73.2,0.00,131.13,1273.52,95.80,0.00,0.00,80.33,1140.37,318.40
07/02/2022,76.75,585.96,37.28,582.04,17,13.32,0.00,103.20,47.25,836.66,14.5,31.58,1432.56,0.00,73.2,0.00,130.82,1273.35,95.70,0.00,0.00,80.02,1140.15,320.30
07/03/2022,76.71,586,37,581.79,17,13.28,0.00,99.30,47.25,836.66,14.51,31.56,1432.51,0.00,73.2,0.00,130.47,1273.15,95.70,0.00,0.00,79.57,1139.83,336.70
07/04/2022,76.69,585.98,36.71,581.48,17,13.22,0.00,104.60,47.25,836.66,14.52,31.52,1432.43,0.00,73.2,0.00,130.01,1272.89,96.00,0.00,0.00,79.12,1139.50,318.70
07/05/2022,76.72,585.98,36.31,581.16,18,13.19,0.00,94.10,47.29,836.71,14.51,31.49,1432.35,0.00,73.1,0.00,129.4,1272.54,96.20,0.00,0.00,78.64,1139.15,319.00
07/06/2022,76.71,586,35.87,580.74,18,13.15,0.00,94.00,47.29,836.71,14.5,31.44,1432.24,0.00,73.1,0.00,129.04,1272.33,96.20,0.00,0.00,78.21,1138.83,318.70
07/07/2022,76.7,585.98,35.45,580.25,18,13.1,0.00,99.80,47.29,836.72,14.52,31.39,1432.15,0.00,73.1,0.00,128.61,1272.08,96.10,0.00,0.00,77.71,1138.47,319.10
07/08/2022,76.66,585.98,35.06,579.78,16,13.02,0.00,100.40,47.29,836.72,14.55,31.34,1432.04,0.00,73.2,0.00,128.14,1271.81,96.10,0.00,0.00,77.22,1138.11,318.70
07/09/2022,76.63,585.96,34.67,579.33,16,12.94,0.00,98.70,47.29,836.72,14.52,31.29,1431.92,0.00,73.1,0.00,127.7,1271.55,96.00,0.00,0.00,76.7,1137.73,318.30
07/10/2022,76.6,585.93,34.27,578.87,15,12.9,0.00,97.10,47.29,836.72,14.53,31.23,1431.8,0.00,73.2,0.00,127.19,1271.26,95.90,0.00,0.00,76.16,1137.33,369.20
07/11/2022,76.56,585.92,33.85,578.42,19,12.85,0.00,101.80,47.29,836.71,14.51,31.18,1431.69,0.00,73.3,0.00,126.66,1270.95,95.90,0.00,0.00,75.6,1136.92,336.80
07/12/2022,76.57,585.89,33.53,577.94,19,12.75,0.00,106.00,47.31,836.74,14.51,31.17,1431.67,0.00,73.3,0.00,126.38,1270.79,96.90,0.00,0.00,75.09,1136.55,320.70
07/13/2022,76.66,585.9,33.24,577.55,18,12.71,0.00,96.90,47.32,836.76,14.53,31.14,1431.61,0.00,73.3,0.00,125.93,1270.53,96.90,0.00,0.00,74.64,1136.22,320.10
07/14/2022,76.68,585.97,32.8,577.23,18,12.67,0.00,76.20,47.45,836.96,14.53,31.02,1431.34,0.00,73.2,0.00,125.49,1270.27,96.90,0.00,0.00,74.17,1135.87,319.80
07/15/2022,76.65,585.96,32.38,576.71,18,12.62,0.00,88.60,47.45,836.96,14.54,30.97,1431.24,0.00,73.2,0.00,125.04,1270.01,96.10,0.00,0.00,73.63,1135.48,319.50
07/16/2022,76.65,585.95,31.96,576.23,18,12.57,0.00,92.20,47.45,836.96,14.55,30.92,1431.12,0.00,73.1,0.00,124.54,1269.72,95.90,0.00,0.00,73.1,1135.09,337.90
07/17/2022,76.64,585.95,31.54,575.74,18,12.51,0.00,87.10,47.45,836.96,14.55,30.87,1431.02,0.00,73.1,0.00,124.05,1269.44,95.80,0.00,0.00,72.57,1134.69,319.40
07/18/2022,76.77,585.94,31.21,575.26,23,12.5,0.00,90.30,47.55,837.11,14.55,30.85,1430.98,0.00,73.1,0.00,123.69,1269.23,95.70,0.00,0.00,72.11,1134.34,319.20
07/19/2022,76.78,586.03,30.85,574.86,23,12.51,0.00,87.40,47.57,837.14,14.55,30.84,1430.95,0.00,73.1,0.00,123.19,1268.94,114.70,0.00,0.00,71.56,1133.92,378.30
07/20/2022,76.76,586.03,30.49,574.41,18,12.43,0.00,121.70,47.69,837.31,14.55,30.68,1430.62,0.00,73.2,0.00,122.66,1268.63,114.90,0.00,0.00,70.97,1133.47,394.10
07/21/2022,76.7,586.01,30.08,573.97,18,12.31,0.00,144.50,47.79,837.47,14.56,30.53,1430.3,0.00,73.2,0.00,122.15,1268.34,114.80,0.00,0.00,70.38,1133.02,389.60
07/22/2022,76.69,585.98,29.65,573.46,18,12.17,0.00,151.00,47.89,837.61,14.6,30.36,1429.92,0.00,82,0.00,121.67,1268.06,95.70,0.00,0.00,69.63,1132.45,553.90
07/23/2022,76.66,585.97,29.22,572.93,17,12.05,0.00,147.80,47.99,837.77,14.59,30.17,1429.52,0.00,86.3,0.00,121.18,1267.77,95.60,0.00,0.00,68.86,1131.86,548.50
07/24/2022,76.71,585.96,28.8,572.4,19,11.96,0.00,152.10,48.14,837.99,14.59,30.04,1429.23,0.00,77.7,0.00,120.83,1267.55,95.50,0.00,0.00,68.37,1131.48,327.30
07/25/2022,76.64,585.98,28.37,571.88,21,11.85,0.00,135.20,48.23,838.12,14.61,29.92,1428.98,0.00,73.4,0.00,120.35,1267.27,95.80,0.00,0.00,67.9,1131.13,318.50
07/26/2022,76.6,585.94,27.89,571.35,21,11.75,0.00,125.70,48.19,838.12,14.63,29.86,1428.85,0.00,73.4,0.00,119.75,1266.91,95.90,0.00,0.00,67.39,1130.74,318.10
07/27/2022,76.51,585.91,27.44,570.75,19,11.62,0.00,123.50,48.11,837.94,14.6,29.79,1428.69,0.00,73.3,0.00,119.3,1266.64,96.00,0.00,0.00,66.91,1130.37,319.90
07/28/2022,76.49,585.86,27.05,570.18,18,11.53,0.00,125.70,48.08,837.9,14.61,29.74,1428.56,0.00,73.3,0.00,118.85,1266.36,95.90,0.00,0.00,66.41,1129.99,320.50
07/29/2022,76.44,585.85,26.67,569.67,18,11.41,0.00,140.20,48.01,837.8,14.62,29.69,1428.45,0.00,73.3,0.00,118.35,1266.07,96.70,0.00,0.00,65.9,1129.59,320.20
07/30/2022,76.4,585.82,26.3,569.15,19,11.28,0.00,148.40,47.97,837.74,14.62,29.62,1428.31,0.00,73.2,0.00,117.83,1265.76,96.80,0.00,0.00,65.39,1129.18,335.80
07/31/2022,76.39,585.8,25.94,568.66,19,11.17,0.00,149.80,47.96,837.72,14.61,29.57,1428.19,0.00,73.2,0.00,117.3,1265.44,96.70,0.00,0.00,64.87,1128.77,337.40
08/01/2022,76.35,585.8,25.57,568.17,18,11.03,0.00,153.50,47.91,837.64,14.61,29.51,1428.05,0.00,73.2,0.00,116.81,1265.15,96.60,0.00,0.00,64.37,1128.36,320.00
08/02/2022,76.36,585.77,25.2,567.66,18,10.87,0.00,173.60,47.81,837.5,14.6,29.45,1427.92,0.00,73.1,0.00,116.31,1264.85,96.50,0.00,0.00,63.85,1127.96,356.20
08/03/2022,75.7,585.77,25.42,567.17,18,10.65,0.00,230.70,47.83,837.53,14.6,29.29,1427.55,0.00,76.3,0.00,115.83,1264.56,96.50,0.00,0.00,63.27,1127.50,417.70
08/04/2022,75.1,585.38,25.67,567.48,18,10.42,0.00,225.50,47.89,837.62,14.61,29.09,1427.1,0.00,76.4,0.00,115.38,1264.28,96.40,0.00,0.00,62.83,1127.15,318.20
08/05/2022,74.5,585.01,25.91,567.8,18,10.2,0.00,221.70,47.93,837.68,14.64,28.93,1426.74,0.00,73.4,0.00,114.88,1263.99,96.30,0.00,0.00,62.33,1126.75,354.10
08/06/2022,73.9,584.64,26.14,568.13,19,10,0.00,217.00,47.95,837.71,14.63,28.75,1426.35,0.00,73.4,0.00,114.4,1263.7,96.20,0.00,0.00,61.81,1126.34,366.40
08/07/2022,73.32,584.27,26.38,568.45,20,9.81,0.00,218.90,47.99,837.77,14.63,28.58,1425.97,0.00,76.4,0.00,113.9,1263.4,96.10,0.00,0.00,61.26,1125.90,384.00
08/08/2022,72.71,583.9,26.6,568.76,20,9.61,0.00,213.50,48.05,837.86,14.62,28.42,1425.6,0.00,73.2,0.00,113.44,1263.13,96.00,0.00,0.00,60.77,1125.51,320.30
08/09/2022,72.11,583.53,26.82,569.07,19,9.41,0.00,212.10,48.07,837.88,14.64,28.27,1425.27,0.00,73.2,0.00,112.99,1262.85,96.00,0.00,0.00,60.25,1125.10,338.20
08/10/2022,71.49,583.15,26.98,569.36,16,9.22,0.00,144.70,47.97,837.74,14.62,28.17,1425.04,0.00,73.2,0.00,112.36,1262.46,95.90,0.00,0.00,59.74,1124.68,354.80
08/11/2022,70.88,582.77,27.15,569.58,16,9.04,0.00,176.10,47.99,837.77,14.62,28.01,1424.67,0.00,70.9,0.00,111.85,1262.14,92.80,0.00,0.00,59.22,1124.25,335.10
08/12/2022,70.25,582.38,27.3,569.81,18,8.86,0.00,176.80,47.91,837.64,14.63,27.93,1424.5,0.00,73.2,0.00,111.32,1261.81,95.90,0.00,0.00,58.64,1123.77,402.00
08/13/2022,69.61,581.98,27.47,570.02,17,8.69,0.00,172.00,47.82,837.51,14.63,27.84,1424.29,0.00,87.5,0.00,110.8,1261.49,95.90,0.00,0.00,58.08,1123.29,401.20
08/14/2022,69.01,581.59,27.65,570.23,17,8.5,0.00,173.20,47.71,837.35,14.63,27.75,1424.09,0.00,87.1,0.00,110.29,1261.17,95.80,0.00,0.00,57.42,1122.76,463.00
08/15/2022,68.41,581.21,27.83,570.45,15,8.34,0.00,171.20,47.65,837.26,14.62,27.65,1423.87,35.10,59.9,0.00,109.81,1260.87,96.10,0.00,0.00,56.69,1122.15,551.50
08/16/2022,67.8,580.84,28,570.67,16,8.2,0.00,173.70,47.52,837.04,14.6,27.55,1423.64,49.60,49.8,0.00,109.31,1260.56,90.70,0.00,0.00,55.76,1121.38,761.20
08/17/2022,67.24,580.45,28.18,570.88,17,8.01,0.00,167.80,47.38,836.85,14.6,27.46,1423.42,14.50,64.5,0.00,108.8,1260.24,89.50,0.00,0.00,54.82,1120.60,773.20
08/18/2022,66.75,580.11,28.34,571.1,17,7.85,0.00,167.40,47.39,836.86,14.6,27.27,1422.97,46.00,55.9,0.00,108.28,1259.92,89.40,0.00,0.00,53.87,1119.81,768.90
08/19/2022,66.28,579.79,28.51,571.31,17,7.71,0.00,163.50,47.4,836.88,14.64,27.08,1422.53,15.70,65.8,0.00,107.78,1259.61,89.40,0.00,0.00,53.03,1119.07,683.50
08/20/2022,65.81,579.48,28.68,571.51,15,7.57,0.00,163.30,47.36,836.82,14.63,27.05,1422.45,0.00,70.5,0.00,107.38,1259.36,89.30,0.00,0.00,52.37,1118.49,532.80
08/21/2022,65.33,579.18,28.84,571.72,15,7.41,0.00,160.80,47.26,836.67,14.6,26.97,1422.28,13.20,66.2,0.00,107.03,1259.14,89.20,0.00,0.00,51.85,1118.05,350.30
08/22/2022,64.87,578.86,29.02,571.93,16,7.25,0.00,160.30,47.28,836.7,14.62,26.81,1421.89,0.00,70.5,0.00,106.56,1258.85,89.10,0.00,0.00,51.4,1117.66,305.80
08/23/2022,64.37,578.56,29.17,572.15,16,7.14,0.00,159.40,47.24,836.67,14.62,26.64,1421.49,0.00,70.4,0.00,106.1,1258.56,89.00,0.00,0.00,50.89,1117.22,400.70
08/24/2022,63.87,578.24,29.34,572.35,16,6.98,0.00,159.60,47.23,836.62,14.62,26.42,1420.97,36.30,57.3,0.00,105.57,1258.23,89.00,0.00,0.00,50.32,1116.72,414.90
08/25/2022,63.3,577.91,29.49,572.54,16,6.84,0.00,154.40,47.25,836.65,14.64,26.23,1420.54,14.70,70.1,0.00,105.06,1257.91,88.90,0.00,0.00,49.69,1116.18,479.30
08/26/2022,62.8,577.54,29.65,572.73,14,6.74,0.00,132.00,47.3,836.73,14.65,26.01,1420.03,0.00,72.7,0.00,104.58,1257.6,88.80,0.00,0.00,49.05,1115.62,484.30
08/27/2022,62.27,577.21,29.8,572.94,0,6.6,0.00,140.90,47.23,836.62,14.67,25.94,1419.86,0.00,70.3,0.00,104.07,1257.27,88.70,0.00,0.00,48.35,1115.01,516.40
08/28/2022,61.94,576.87,29.95,573.12,0,6.46,0.00,138.90,47.14,836.49,14.64,25.87,1419.69,0.00,72.3,0.00,103.56,1256.94,89.50,0.00,0.00,47.67,1114.39,517.40
08/29/2022,61.46,576.65,30.1,573.31,0,6.34,0.00,135.40,47.21,836.6,14.64,25.63,1419.12,0.00,73.1,0.00,103.09,1256.63,89.50,0.00,0.00,47.02,1113.80,493.30
08/30/2022,61.7,576.34,30.09,573.48,0,6.27,0.00,141.90,47.52,837.06,14.66,25.44,1418.68,0.00,70,0.00,102.85,1256.48,89.20,0.00,0.00,46.67,1113.48,465.10
08/31/2022,61.35,576.49,29.79,573.47,0,6.21,0.00,132.00,47.59,837.17,14.67,25.26,1418.22,0.00,65.9,0.00,102.36,1256.16,89.10,0.00,0.00,46.14,1112.99,518.00
09/01/2022,61.05,576.26,29.85,573.11,0,6.08,0.00,133.90,47.63,837.23,14.68,25.07,1417.77,0.00,63.4,0.00,101.88,1255.85,89.10,0.00,0.00,45.33,1112.25,720.40
09/02/2022,60.62,576.07,29.97,573.18,13,5.99,0.00,127.60,47.59,837.17,14.7,25.02,1417.64,0.00,59,0.00,101.42,1255.55,89.00,0.00,0.00,44.6,1111.58,599.10
09/03/2022,60.14,575.78,30.09,573.32,16,5.87,0.00,127.40,47.59,837.16,14.69,24.96,1417.49,0.00,57.2,0.00,100.93,1255.23,81.30,0.00,0.00,44.12,1111.14,343.40
09/04/2022,59.79,575.47,30.29,573.47,17,5.78,0.00,128.10,47.59,837.16,14.69,24.93,1417.41,14.30,55.4,0.00,100.46,1254.93,79.60,0.00,0.00,43.78,1110.83,231.20
09/05/2022,59.67,575.24,30.69,573.72,19,5.73,0.00,129.80,47.61,837.2,14.68,25.06,1417.75,0.00,57.7,0.00,100.9,1255.21,79.90,0.00,0.00,43.84,1110.89,231.00
09/06/2022,59.56,575.17,31.57,574.21,22,6.51,0.00,68.50,47.99,838.34,14.75,25.57,1419,0.00,57.6,0.00,102.58,1256.26,80.20,0.00,0.00,44.06,1111.09,233.50
09/07/2022,59.18,575.09,31.86,575.3,22,6.88,0.00,5.50,48.57,838.64,14.77,25.57,1419,0.00,57.5,0.00,102.72,1256.39,80.30,0.00,0.00,44.34,1111.34,231.20
09/08/2022,58.79,574.84,32.01,575.63,19,7.02,0.00,36.10,48.71,838.85,14.79,25.47,1418.73,0.00,57.4,0.00,102.68,1256.37,80.30,0.00,0.00,44.25,1111.26,233.50
09/09/2022,58.44,574.56,32.16,575.8,18,7.08,0.00,75.50,48.73,838.88,14.79,25.34,1418.42,0.00,57.4,0.00,102.51,1256.26,80.30,0.00,0.00,44.03,1111.06,233.00
09/10/2022,58.11,574.32,32.32,575.98,17,7.09,0.00,84.00,48.63,838.73,14.79,25.31,1418.34,0.00,57.4,0.00,102.27,1256.1,80.30,0.00,0.00,43.76,1110.81,230.80
09/11/2022,57.8,574.09,32.46,576.15,20,7.1,0.00,84.90,48.57,838.64,14.79,25.29,1418.3,0.00,57.3,0.00,101.99,1255.92,80.20,0.00,0.00,43.48,1110.56,230.10
09/12/2022,57.35,573.87,32.59,576.32,20,7.11,0.00,82.00,48.43,838.42,14.76,25.31,1418.34,0.00,57.3,0.00,102.18,1256.05,80.20,0.00,0.00,43.32,1110.41,229.70
09/13/2022,57.34,573.56,32.19,576.47,18,7.51,0.00,51.20,48.41,838.4,14.78,25.53,1418.88,0.00,57.4,0.00,103.04,1256.6,80.30,0.00,0.00,43.56,1110.63,232.10
09/14/2022,57.26,573.55,31.73,576.02,14,7.8,0.00,12.20,48.33,838.27,14.77,25.58,1419.02,0.00,57.5,0.00,103.3,1256.77,80.40,0.00,0.00,43.61,1110.68,229.80
09/15/2022,57.23,573.49,31.21,575.47,14,7.9,0.00,28.60,48.26,838.17,14.79,25.6,1419.06,0.00,54.3,0.00,103.46,1256.87,76.00,0.00,0.00,43.52,1110.59,229.80
09/16/2022,57.22,573.47,30.73,574.86,13,7.98,0.00,65.40,48.17,838.03,14.78,25.61,1419.09,0.00,47.6,0.00,103.49,1256.89,66.80,0.00,0.00,43.36,1110.45,192.90
09/17/2022,57.2,573.46,30.27,574.27,12,8.01,0.00,72.10,48.08,837.9,14.78,25.61,1419.09,0.00,47.6,0.00,103.47,1256.88,67.00,0.00,0.00,43.19,1110.29,189.40
09/18/2022,57.18,573.45,29.79,573.69,13,8.05,0.00,72.30,47.98,837.75,14.76,25.61,1419.09,0.00,47.6,0.00,103.39,1256.83,66.60,0.00,0.00,42.98,1110.10,188.30
09/19/2022,57.2,573.45,29.35,573.11,14,8.09,0.00,77.90,47.92,837.66,14.75,25.62,1419.1,0.00,47.6,0.00,103.39,1256.82,67.40,0.00,0.00,42.83,1109.96,187.80
09/20/2022,57.18,573.45,28.88,572.56,15,8.15,0.00,86.40,47.83,837.53,14.74,25.63,1419.14,0.00,47.6,0.00,103.33,1256.79,67.40,0.00,0.00,42.69,1109.82,189.60
09/21/2022,57.25,573.44,28.45,571.98,16,8.18,0.00,86.30,47.75,837.4,14.74,25.63,1419.14,0.00,47.6,0.00,103.19,1256.71,67.40,0.00,0.00,42.55,1109.69,188.40
09/22/2022,57.18,573.48,28.37,571.49,18,8.37,0.00,86.30,47.73,837.38,14.74,25.77,1419.44,0.00,47.7,0.00,104.03,1257.24,67.50,0.00,0.00,42.63,1109.77,190.90
09/23/2022,56.84,573.44,28.45,571.32,18,9.03,0.00,46.30,47.62,837.21,14.73,25.8,1419.52,0.00,47.7,0.00,104.29,1257.41,67.60,0.00,0.00,42.65,1109.78,191.90
09/24/2022,56.41,573.2,28.63,571.43,17,9.27,0.00,47.70,47.61,837.19,14.73,25.81,1419.56,0.00,47.7,0.00,104.5,1257.56,67.60,0.00,0.00,42.55,1109.69,194.30
09/25/2022,56.03,572.9,28.83,571.68,16,9.46,0.00,52.20,47.61,837.19,14.71,25.83,1419.59,0.00,47.7,0.00,104.64,1257.64,67.60,0.00,0.00,42.47,1109.61,191.90
09/26/2022,55.68,572.63,29.01,571.91,16,9.59,0.00,50.10,47.32,836.76,14.72,25.85,1419.65,0.00,47.8,0.00,104.75,1257.71,67.60,0.00,0.00,42.44,1109.58,188.70
09/27/2022,55.23,572.39,29.17,572.14,15,9.77,0.00,51.60,47.35,836.8,14.72,25.71,1419.32,0.00,47.7,0.00,104.72,1257.69,67.70,0.00,0.00,42.37,1109.51,189.80
09/28/2022,54.89,572.08,29.31,572.34,16,9.85,0.00,52.30,47.21,836.6,14.73,25.7,1419.3,0.00,47.7,0.00,104.52,1257.56,67.60,0.00,0.00,42.27,1109.42,191.20
09/29/2022,54.47,571.84,29.45,572.52,16,9.94,0.00,58.40,47.22,836.61,14.73,25.55,1418.95,0.00,47.7,0.00,104.35,1257.45,67.60,0.00,0.00,42.17,1109.32,192.80
09/30/2022,54.03,571.55,29.58,572.68,14,9.97,0.00,71.70,47.09,836.42,14.73,25.55,1418.94,0.00,43.8,0.00,104.15,1257.33,60.90,0.00,0.00,42.01,1109.16,187.80
10/01/2022,53.59,571.24,29.72,572.84,15,10,0.00,77.30,47.02,836.31,14.71,25.55,1418.94,0.00,35.9,0.00,103.96,1257.2,47.10,0.00,0.00,41.91,1109.07,86.20
10/02/2022,53.16,570.94,29.85,573.01,15,10.04,0.00,77.50,46.91,836.15,14.7,25.55,1418.93,0.00,35.9,0.00,103.76,1257.07,47.20,0.00,0.00,41.8,1108.96,86.20
10/03/2022,53.03,570.63,29.61,573.15,15,10.04,0.00,76.10,46.83,836.02,14.71,25.55,1418.93,0.00,35.9,0.00,103.46,1256.87,47.30,0.00,0.00,41.68,1108.84,86.20
10/04/2022,53.38,570.55,29.51,572.87,16,10.02,0.00,119.60,46.8,835.98,14.69,25.55,1418.95,0.00,45.5,0.00,103.32,1256.78,43.90,0.10,0.00,41.66,1108.83,86.10
10/05/2022,53.55,570.78,29.54,572.76,16,10.18,0.00,138.50,47.01,836.3,14.71,25.4,1418.58,0.00,39.7,0.00,103.04,1256.6,46.70,0.00,0.00,41.67,1108.82,86.20
10/06/2022,53.29,570.91,29.83,572.79,14,10.27,0.00,137.90,47.03,836.33,14.71,25.38,1418.52,0.00,35.7,0.00,102.78,1256.43,47.30,0.00,0.00,41.61,1108.78,86.20
10/07/2022,52.92,570.72,30.13,573.15,13,10.27,0.00,172.00,47.02,836.31,14.71,25.4,1418.57,0.00,35.7,0.00,102.56,1256.29,47.40,0.00,0.00,41.51,1108.68,86.20
10/08/2022,52.52,570.47,30.41,573.52,13,10.24,0.00,183.90,47.05,836.35,14.72,25.41,1418.59,0.00,35.7,0.00,102.27,1256.1,47.40,0.00,0.00,41.4,1108.57,86.10
10/09/2022,52.15,570.19,30.69,573.88,12,10.18,0.00,184.10,47.06,836.37,14.72,25.41,1418.6,0.00,35.7,0.00,101.96,1255.9,47.40,0.00,0.00,41.25,1108.43,86.10
10/10/2022,51.81,569.93,30.96,574.22,13,10.11,0.00,180.00,47.08,836.4,14.73,25.41,1418.6,0.00,35.7,0.00,101.65,1255.7,47.40,0.00,0.00,41.12,1108.30,86.00
10/11/2022,51.49,569.67,31.23,574.57,14,10.02,0.00,205.80,47.04,836.34,14.71,25.41,1418.6,0.00,35.7,0.00,101.42,1255.55,47.30,0.00,0.00,40.95,1108.13,86.00
10/12/2022,51.34,569.43,31.37,574.9,15,9.89,0.00,224.50,46.94,836.19,14.7,25.4,1418.58,0.00,35.7,0.00,101.14,1255.36,47.30,0.00,0.00,40.77,1107.96,85.90
10/13/2022,51.51,569.31,32.65,575.07,17,10.89,0.00,164.00,47.4,836.88,14.71,26.27,1420.64,0.00,33.4,0.00,101.64,1255.7,47.40,0.00,0.00,40.68,1107.87,85.80
10/14/2022,51.48,569.45,33.72,576.55,17,12.46,0.00,44.00,47.6,837.18,14.74,26.86,1422.02,0.00,35.9,0.00,102.41,1256.19,47.60,0.00,0.00,40.74,1107.93,85.80
10/15/2022,51.39,569.43,34.18,577.77,15,13.14,0.00,8.10,47.67,837.29,14.74,27.09,1422.55,0.00,36,0.00,102.72,1256.39,47.60,0.00,0.00,40.74,1107.93,85.90
10/16/2022,51.32,569.36,34.48,578.31,15,13.65,0.00,3.80,47.69,837.31,14.74,27.25,1422.92,0.00,36,0.00,103.02,1256.59,47.70,0.00,0.00,40.68,1107.87,85.90
10/17/2022,51.36,569.31,34.55,578.65,16,14.15,0.00,18.80,47.7,837.33,14.73,27.42,1423.33,0.00,35.8,0.00,103.27,1256.75,47.90,0.00,0.00,40.62,1107.82,85.80
10/18/2022,51.33,569.33,34.52,578.74,16,14.46,0.00,24.10,47.7,837.33,14.73,27.55,1423.64,0.00,35.8,0.00,103.39,1256.83,47.90,0.00,0.00,40.53,1107.73,85.80
10/19/2022,51.2,569.31,34.46,578.71,14,14.73,0.00,84.60,47.46,836.97,14.73,27.65,1423.87,0.00,35.8,0.00,103.39,1256.83,47.90,0.00,0.00,40.65,1107.85,85.80
10/20/2022,51.33,569.21,34.27,578.65,14,14.82,0.00,152.80,47.21,836.59,14.72,27.72,1424.03,0.00,36.8,0.00,103.42,1256.85,48.90,0.00,0.00,40.75,1107.94,89.80
10/21/2022,51.47,569.31,34.06,578.42,13,14.87,0.00,172.60,46.79,835.97,14.7,27.69,1423.95,0.00,38.5,0.00,103.69,1257.02,14.10,37.50,0.00,40.84,1108.03,98.10
